token_id,token,similarity,type
5258,Ġlift,0.061,residual
5266,ĠLimited,0.0706,residual
5274,Ġanswers,0.0815,residual
5282,key,0.0711,residual
5290,ils,0.095,residual
5298,Ġsymptoms,0.107,residual
5306,ĠCarter,0.0603,residual
5315,Ġstrikes,0.0617,residual
5323,ĠGM,0.0583,residual
5331,ĠChannel,0.0435,residual
5339,71,0.0726,residual
5347,ares,0.0776,residual
5355,ĠDar,0.0532,residual
5363,ĠJean,0.061,residual
5371,ĠBh,0.064,residual
5379,62,0.0587,residual
5387,ĠOl,0.0422,residual
5395,Ġprominent,0.0548,residual
5403,Ġedition,0.0886,residual
5411,ĠScottish,0.0501,residual
5420,ĠCharlotte,0.0638,residual
5428,ĠTrans,0.0213,residual
5436,Ġsuspension,0.0812,residual
5445,Ġpursue,0.1058,residual
5453,Ġsessions,0.0566,residual
5461,Ġdates,0.0659,residual
5470,ĠRoy,0.0464,residual
5478,Ġappreciate,0.0845,residual
5486,Ġexpress,0.1105,residual
5495,ĠAR,0.0575,residual
5506,Ġhomeless,0.0858,residual
5514,ÂŃ,0.035,residual
5522,Beat,0.1056,residual
5532,News,0.1227,residual
5540,Ġsolo,0.0382,residual
5548,Ġfavourite,0.0883,residual
5556,akes,0.0969,residual
5564,ual,0.0463,residual
5573,Ġlas,0.0686,residual
5581,Ġdepth,0.0544,residual
5591,Ġproducing,0.0602,residual
5600,ipp,0.1032,residual
5608,Ġthreatening,0.0637,residual
5616,Ġuseful,0.0395,residual
5625,Today,0.1051,residual
5636,Ġpersonally,0.0439,residual
5644,Ġprosecutor,0.1164,residual
5653,ĠJeremy,0.0753,residual
5663,Ġ85,0.0822,residual
5671,Ġgarden,0.0655,residual
5680,ĠAG,0.0518,residual
5688,Ġminority,0.0799,residual
5696,Ġattract,0.0712,residual
5705,Ġfrequently,0.0401,residual
5714,250,0.0887,residual
5722,ĠIndonesia,0.089,residual
5731,Ġimplement,0.0695,residual
5740,Ġparticipation,0.0713,residual
5749,Ġbowl,0.0735,residual
5757,Ġnomination,0.113,residual
5766,vo,0.1047,residual
5776,ape,0.0747,residual
5785,play,0.1022,residual
5793,Ġriding,0.062,residual
5801,Ġtiming,0.0672,residual
5810,iet,0.0879,residual
5818,ĠDown,0.0284,residual
5826,Ġspoken,0.0821,residual
5834,Ġfiring,0.066,residual
5842,ĠWeather,0.0831,residual
5850,Ġtaught,0.0653,residual
5858,uck,0.0646,residual
5866,ĠCard,0.0247,residual
5874,Ãº,0.083,residual
5882,Ġstressed,0.0616,residual
5890,Ġapparent,0.0566,residual
5898,Ġreb,0.0745,residual
5906,eter,0.0917,residual
5914,uth,0.0893,residual
5923,Ġinstalled,0.0646,residual
